station,latitute,longitude,elevation,2020
72749704984,46.99,-94.20389,406.6,5.204468931741661
24266099999,67.5666666,133.4,138.0,-12.232170186715642
17221099999,38.3,26.3,5.0,19.933970856102
47108699999,36.2,126.55,13.0,13.699335548172758
72570024046,40.49296,-107.52399,1884.9,5.82452944748027
71861099999,50.3680556,-102.570833,599.8,3.1757741347905246
02813099999,66.5833333,26.0166666,107.4,2.7815934065934065
72045600146,38.067,-83.983,311.2,13.247792998477928
72244453902,30.36109,-95.41757,69.4,20.57604735883425
72562804935,40.45,-99.33917,702.3,11.271554341226475
28879099999,53.2833333,69.3833333,229.0,5.788888888888886
82562099999,-5.368589,-49.138025,108.81,28.1974802671524
50434099999,50.45,121.7,733.0,-2.853217972070432
71050099999,52.1,-124.1333333,910.0,2.7580449301760783
36229099999,50.2833333,85.6166666,978.0,1.453096539162111
72611454771,44.53281,-72.61516,224.3,7.552359208523588
71320099999,68.7666666,-81.2333333,8.0,-12.280813600485732
40362099999,29.626419,43.490614,449.27,25.969169719169717
47774099999,34.4333333,135.2333333,7.92,17.47632058287796
72652594911,42.87856,-97.36361,357.2,9.893139040680028
99999900263,19.0,35.0,19.0,-17.77777777777778
38002099999,44.7333333,51.9666667,56.0,13.072556162720097
72211353979,30.16917,-96.98,147.8,21.255464480874316
02487099999,59.35,18.7333333,22.0,9.144049787492413
71116099999,49.1166666,-110.4666666,935.0,4.870833333333336
31123099999,57.7666666,130.9,255.0,-5.24084249084249
72405663805,36.89472,-81.34972,780.0,12.865209471766848
36535099999,48.75,82.3666666,512.0,3.602307225258047
99999953149,38.3028,-111.2935,1891.0,11.508500303582268
59948099999,18.2166666,109.5833333,7.0,23.31223436551305
15154099999,46.65,27.7166666,117.0,12.026867030965397
07577099999,44.5833333,4.7333333,74.0,14.972525804493014
47068099999,38.15,124.8833333,6.0,11.390558591378262
59981099999,16.8333333,112.3333333,5.0,27.680479659987856
02955099999,62.9,27.6333333,88.3,6.319482496194829
47542099999,40.734722,140.690833,202.38,10.747874924104432
71927099999,48.8166666,-123.7166666,60.0,10.230874316939886
72221013858,30.48333,-86.51667,20.1,20.987856709168184
72092900316,45.506,-91.981,378.3,5.90460927960928
29939099999,52.6666666,84.9166666,225.0,4.620522161505766
72422093820,38.03391,-84.61138,293.2,13.371432908318155
03953099999,51.9333333,-10.25,30.0,11.157710989678204
93004099999,-34.4333333,172.6833333,216.0,15.745749848208865
60536099999,34.8666666,0.15,752.0,20.29375951293759
44294099999,47.3,107.4833333,1430.0,-0.43852459016393613
99999900288,18.0,24.7,18.0,-17.77777777777778
16682099999,37.920708,21.292583,16.76,17.521402550091075
03354099999,53.0,-1.25,117.0,10.447024893746207
43361099999,9.7333333,79.0333333,5.0,29.34870624048706
72577504111,41.27269,-111.03056,2175.9,6.404826958105648
06747099999,45.95,7.8166666,2885.0,0.4609896782027947
72402093739,37.93718,-75.46622,9.7,15.214307458143079
35700099999,47.1166666,51.9166666,-22.0,12.02701882210079
72554104993,40.60639,-95.86361,351.4,11.947176684881603
48303199999,19.952342,99.882928,390.14,25.06511839708561
14014099999,46.223686,14.457611,388.01,10.110503946569525
86946099999,-26.9166666,-49.2666666,88.2,21.035822707953855
94886099999,-38.6333333,145.8108333,3.6,13.745901639344263
99729499999,41.637,-71.339,3.0,12.00659914057704
06601099999,47.55,7.5833333,317.0,12.119025875190259
48303099999,19.885361,99.826844,399.89,25.720248937462056
29752099999,54.75,88.8166666,1183.0,0.18230115361262733
94762099999,-33.9833333,150.9166666,40.0,17.358530661809354
01217099999,62.744722,7.2625,3.04,8.088797814207645
94248099999,-15.75,136.8,13.0,27.43837279902853
22676099999,63.5833333,45.6333333,62.0,3.1486035215543415
03212099999,54.6166666,-3.1666666,81.0,10.173800850030359
58725099999,27.3333333,117.4666667,219.0,19.315725561627204
72463523067,38.04948,-103.51335,1278.7,13.294323011536125
99729599999,41.68,-83.4,184.0,11.315070595457335
58731099999,27.9166666,118.5333333,275.0,18.814663023679415
99999963868,34.6602,-87.3462,175.3,16.208257437765635
43233099999,14.2333333,76.4333333,733.0,25.333636915604124
78990000413,12.15,-68.283,7.0,28.27534911961142
83746099999,-22.808903,-43.243647,8.53,24.015330904675174
14236099999,45.8,15.9666666,157.0,13.860730593607306
72216693845,30.77629,-83.27393,58.7,20.57043108682453
20667099999,73.3333333,70.05,7.0,-4.919550698239223
94776099999,-32.795,151.834444,9.44,18.088038858530656
01203099999,62.0333333,4.9833333,41.0,8.791433891992552
74504693242,36.98505,-120.11068,76.6,17.191863995142683
94295099999,-18.5166666,146.3833333,10.0,24.993894993894994
65594099999,4.746717,-6.660817,7.92,26.804493017607772
98558099999,11.035544,125.741594,2.13,27.68371385083714
94892099999,-38.45,145.3,14.0,14.66514459665145
25042099999,69.9166666,167.9666666,13.7,-8.504857316332725
86952099999,-27.85,-53.7833333,551.5,23.666666666666664
94589099999,-29.4333333,153.3666666,30.0,20.063600485731634
06109099999,55.4666666,9.1166666,62.0,9.6841226472374
30846099999,51.35,112.4666666,743.0,1.7254098360655707
60714099999,37.245447,9.791453,6.09,18.79310868245295
13285099999,44.75,21.5166666,84.0,12.63084395871281
72101199999,47.967118,-100.58055,482.8,5.519078144078142
71966499999,64.05,-139.13,370.0,-5.335761991499698
06279099999,52.7333333,6.5730556,16.0,10.928809957498483
06753099999,46.5166666,8.6833333,1016.0,8.710686095931997
14370099999,45.1666667,18.0,89.0,12.93123861566484
72772024144,46.60444,-111.98921,1178.1,8.567698846387373
37711099999,40.8666666,45.15,733.0,12.044907407407408
11280099999,47.1166666,14.1833333,813.0,8.132817243472985
71966599999,67.570556,-139.839167,251.15,-7.571341833636915
35522099999,48.733,56.033,186.0,8.750151791135401
99999996407,66.562,-159.0036,6.7,-4.226017000607162
60522099999,34.82,-1.77,426.0,20.324657534246576
01490099999,59.9833333,10.6833333,528.0,6.07047184170472
27930099999,52.702547,39.538034,178.92,8.11703096539162
98134099999,20.4333333,121.9666666,167.0,25.552823315118395
15189099999,46.2333333,24.6,319.0,10.2697328476017
71933099999,54.45,-124.2833333,685.5,-0.3301457194899824
07563099999,43.9,4.9,48.0,15.37887067395264
99999953968,31.7796,-95.7232,116.7,19.376593806921676
24933099999,60.95,119.3,249.31,-3.517304189435338
87509099999,-34.588089,-68.402678,752.85,16.545992714025502
31137099999,56.2833333,131.1333333,850.0,-8.406952034001215
71428099999,49.1,-66.65,5.0,4.316086691086692
71102099999,53.0166666,-110.1,669.0,1.5575506445672203
02493099999,59.75,19.4166666,15.0,8.889799635701273
17145099999,39.554589,27.013833,15.24,17.339101396478448
95636099999,-33.8833333,119.1,306.0,14.940346083788702
34238099999,51.4833333,40.4166666,154.0,9.209319975713418
72642754908,46.68944,-92.09444,205.4,5.31841704718417
34712099999,47.0333333,37.5,70.0,11.828931390406801
63717099999,-0.5,36.9666667,1759.0,18.125997544505832
99999963897,32.3349,-86.9787,47.9,18.01730418943534
68858099999,-33.035569,27.825939,132.58,19.74119611414693
57036099999,34.447119,108.751592,479.14,14.04098360655738
71044099999,67.5666666,-139.8333333,251.0,-7.698846387370978
72206013889,30.49529,-81.69374,7.2,21.1971766848816
02036099999,67.85,19.0333333,468.0,0.38721918639951347
59501099999,22.7833333,115.3666666,5.0,23.62704918032787
06476599999,50.0333333,5.4,557.0,9.263013698630134
02807099999,68.607269,27.405328,146.6,1.8526108075288406
71758099999,46.17,-60.05,63.0,6.990285367334547
71791099999,53.0666666,-110.6166666,647.0,2.19168201350522
72067100248,31.554,-81.883,33.2,20.803582270795385
72209503030,36.68185,-101.50515,948.7,14.411505768063149
24758099999,62.2666666,127.0666666,231.42,-6.332422586520947
15230099999,45.8666666,22.9,231.0,11.23102610807529
95293099999,-19.4166666,146.5333333,559.0,20.84637814610191
95770099999,-33.2666666,151.5666666,20.0,18.479811778992104
41620099999,31.358381,69.463606,1417.32,19.353825136612024
99999925381,55.0455,-131.5877,32.0,7.890103217972069
94683099999,-35.1666666,138.6666666,365.0,13.555251973284754
06203099999,52.3666666,3.35,24.0,12.166818457802064
72445303994,38.71198,-93.17467,271.6,13.403460837887069
54423099999,40.9666666,117.9166666,423.0,9.749392835458405
72546904913,41.01944,-93.35944,320.0,10.760625379477837
86575099999,-34.789208,-56.264703,53.03,18.34672754946728
29485099999,56.6833333,96.05,244.5,3.443837279902853
43413099999,8.9833333,79.9166666,3.0,28.429113539769272
04030099999,64.13,-21.940556,14.63,5.17714025500911
11375099999,47.55,15.2333333,774.0,7.930898021308979
72326013891,35.81801,-83.98573,295.8,15.74544626593807
16280099999,40.9166667,12.95,185.0,17.921245421245416
76361599999,25.685194,-109.080806,4.87,26.210502283105022
54753099999,37.6166666,120.3166666,5.0,13.9537037037037
06490199999,50.9333333,3.65,37.0,12.132020757020756
35302099999,50.2,51.1666666,17.0,9.076199149969645
81739099999,-3.5166666,-52.9666666,252.5,26.024590163934423
13370099999,43.8333333,20.0333333,312.0,10.512750455373407
48647099999,3.130583,101.549333,27.43,28.350789313904066
72029853971,31.86944,-95.2175,206.3,19.105311355311347
94821099999,-37.7333333,140.7833333,69.0,13.172738312082576
96015099999,4.25,96.1166667,90.0,27.10716454159077
51495099999,43.2166666,91.7333333,732.0,12.51927747419551
43555099999,4.191833,73.529128,1.82,29.33272616879175
72253612911,29.5325,-98.2623,221.9,21.07753357753357
15525399999,43.151444,25.712889,86.86,12.962659380692166
01086099999,70.600256,29.692678,149.35,1.6373626373626375
06490099999,50.4833333,5.9166667,482.0,9.990133576199149
06459099999,50.5833333,4.6833333,157.0,11.519125683060112
95827099999,-37.1166666,141.8,189.0,13.361414693381906
31521099999,50.7833333,129.3333333,227.0,1.2695810564663053
71208199999,49.834167,-124.5,129.54,10.655434122647236
72509854704,42.19123,-71.17326,13.0,12.034456587735276
71514099999,50.4333333,-104.6666666,577.0,3.738463873709775
42079099999,31.5333333,76.9,874.0,19.191105039465697
72070154942,41.05222,-93.68913,339.9,11.085306618093504
99819699999,30.7,-88.0333333,0.0,21.03928790669122
47140099999,36.0023491,126.7634672,26.9,13.419854280510018
11927599999,48.637839,19.134108,317.9,9.712962962962964
23933099999,61.028479,69.086067,23.16,2.654490106544899
47189099999,33.25,126.5666666,51.0,16.7632058287796
02750099999,59.85,23.25,3.0,8.665144596651446
72451803968,38.85,-99.26667,609.0,12.65573770491803
02799099999,64.3,30.1666666,198.4,3.844565877352761
99734699999,26.65,-81.87,6.0,24.47106802092951
A0000253928,30.21889,-96.37417,93.9,21.166971916971917
57799099999,27.1166666,114.9666666,78.0,20.082270795385543
11927499999,48.625247,17.828444,166.11,10.803278688524587
12695099999,49.8,22.7666666,280.0,10.273072252580452
12376099999,52.195528,21.655917,184.09,9.626109580655035
71949099999,62.2333333,-133.35,717.0,-3.0494839101396485
15410099999,44.6333333,22.6333333,80.0,13.72692774741955
72465593990,39.37412,-99.82987,667.1,12.556466302367943
68155099999,-23.726046,27.687597,839.0,21.77716049382716
36889099999,43.3833,77.55,979.93,-0.9388281724347299
71452099999,49.7,-103.8,589.0,4.26912568306011
59117099999,24.2833333,116.0666666,116.9,22.597601700060718
42415099999,26.6166666,92.7833333,79.0,24.906193078324225
71178099999,48.6666666,-53.1166666,26.0,5.65406800242866
95961099999,-42.9833333,145.5,35.0,11.987856709168183
99778899999,56.0,-134.1333333,17.0,7.855032317636197
07205099999,47.760555,-3.44,48.76,12.485883424408009
72211612873,27.91255,-82.68555,0.1,24.249467275494673
42623099999,24.75995,93.896697,774.19,21.066180935033398
02616099999,55.3833333,12.8166666,5.0,11.463675213675215
71387099999,48.8833333,-71.0166666,304.0,2.5988160291438964
42309099999,27.295494,94.09765,100.58,25.29250151791135
14021099999,46.4833333,15.1166666,444.0,9.569558599695588
27066099999,59.5333333,45.4666666,143.0,4.568913175470553
32053099999,51.9166666,143.1333333,34.0,-0.17638129933211666
47674299999,37.293097,136.961853,218.84,14.69156041287189
33000599999,48.883,24.683,287.0,10.684881602914386
60445099999,36.178128,5.324494,1050.0,15.22905282331512
29551099999,56.1833333,87.6833333,144.0,4.085306618093504
96087099999,1.1166666,104.1166666,24.0,27.78597449908925
27857099999,53.4833333,42.6333333,131.0,7.240030441400301
62440099999,30.6,32.25,12.48,25.071581196581196
86973099999,-29.85,-57.0833333,63.81,20.136599511599513
94757099999,-34.0666666,150.7666666,112.0,16.5789313904068
13601099999,41.3333333,19.8,97.0,17.72829386763813
60390099999,36.691014,3.215408,24.99,18.631754705525196
86697099999,-14.8833333,-40.8,874.0,20.602459016393443
41217099999,24.432972,54.651138,26.82,28.939393939393945
33000499999,48.357222,35.100556,146.6,11.091074681238618
72089799999,33.782417,-83.692861,264.26,16.598360655737704
99817299999,56.05,-132.7,12.0,8.086180363188678
72343553921,34.5467,-93.578,214.0,16.31860959319976
37395099999,42.2666666,42.6333333,114.0,16.43897996357013
03227099999,54.6833333,-2.45,847.0,4.4922586520947165
48877099999,12.25,109.2,10.0,27.767275494672763
93800099999,-45.2166666,166.8833333,19.0,11.780661809350331
01152099999,67.269167,14.365278,12.8,6.517152398299938
56966099999,23.6,101.9833333,398.0,25.41180935033394
01478099999,58.9666666,10.15,15.0,9.89148351648352
03966099999,53.0166666,-8.0,76.0,9.904219793564058
51777099999,39.0333333,88.1666666,889.0,11.67440801457195
67323099999,-23.8666666,35.3833333,15.0,24.953296703296704
72223513838,30.61465,-88.06301,4.9,21.40846994535519
72556404924,41.44889,-96.52,366.7,11.49878567091682
53772099999,37.746897,112.628428,784.86,11.601851851851851
86718099999,-15.5166666,-46.4333333,895.5,22.43406593406593
01364099999,61.1833333,8.1166666,955.1,1.6217656012176542
60735099999,35.6666667,10.1,68.0,21.141165755919857
71315099999,47.9833333,-66.3333333,42.0,4.869156041287187
38201099999,43.8,69.2,481.0,11.163479052823314
72504614707,41.32792,-72.04893,2.5,11.512750455373403
17352099999,36.982166,35.280388,19.81,20.3485124468731
27962299999,56.090269,47.34725,170.07,5.96766848816029
36736099999,46.65,82.75,441.0,7.751973284760172
47741099999,35.45,133.0666666,22.4,15.868700667881
47788099999,34.034667,131.549194,2.13,16.049483910139642
66325099999,-12.404633,16.947414,1712.36,22.160085705540254
95617099999,-34.5833333,116.35,191.0,14.414693381906496
40357099999,30.906589,41.138217,552.6,23.645112325440195
33325099999,50.2333333,28.7333333,224.0,10.39374620522162
82411099999,-4.255669,-69.935828,85.03,27.346954392408936
02151099999,66.4833333,20.1666666,275.0,2.537795992714026
71123099999,53.309723,-113.579722,723.29,2.3802367941712217
71409099999,49.55,-111.05,845.0,5.238643339472067
68424099999,-28.399097,21.260239,850.69,21.40270188221008
28411099999,56.8333333,53.45,159.0,4.985428051001822
15482099999,43.9833333,22.95,63.0,13.631906496660601
38806099999,38.4666666,64.3666666,212.0,16.173345476624164
71912099999,56.35,-94.7166666,145.0,-3.0968427443837263
68754099999,-32.5166666,27.4666666,900.0,16.077308294209704
33749099999,47.3666666,28.4333333,78.0,11.79326047358834
13462499999,42.4333333,19.2833333,53.0,16.394201578627808
07632099999,43.913887,2.113056,171.9,14.458561020036427
99842799999,57.73,-152.514,6.7,5.8570987654321
72231612958,29.81667,-90.01667,1.5,21.3855403348554
71779099999,53.0333333,-122.5,545.0,5.15127731609726
71854099999,51.066944,-93.793056,385.57,2.747184170471842
99842699999,35.209,-75.704,6.4,18.635359116022098
99999925380,58.4292,-135.69,6.1,5.153460837887067
71106094234,49.08333,-125.76667,24.1,9.23805175038052
26898099999,53.214194,34.176447,202.08,8.839556769884638
97048099999,0.637119,122.849858,32.0,27.383879781420756
71065099999,53.7166666,-111.1166666,580.0,1.6884531590413943
71586099999,55.15,-105.2666666,379.0,0.2126593806921701
17022099999,41.45,31.8,137.0,15.815270188221007
72306613713,35.3444,-77.9647,33.2,17.64617486338798
96491099999,5.900897,118.059486,14.02,27.792349726775953
72475423186,37.1,-113.6,894.9,18.007437765634492
72639094849,45.0716,-83.56451,208.3,7.982847601700058
99999963896,34.6941,-85.9998,193.9,15.65513054037644
44212099999,49.8,92.0833333,939.0,-1.3565573770491806
06708099999,46.5666666,6.8666666,828.82,9.886763812993324
60265099999,30.939053,-6.909431,1153.05,21.06390406800243
94341099999,-20.701944,143.114722,206.04,25.706435944140857
94388099999,-24.1166666,152.7166666,4.0,23.676836672738318
96805099999,-7.7333333,109.0166666,6.0,27.603066180935034
06478099999,50.637417,5.443222,200.86,11.87902246508804
58847099999,26.0833333,119.2833333,85.0,21.2237401335762
60115099999,34.78715,-1.923986,467.86,17.9670613236187
48450099999,14.0166666,99.5333333,29.0,29.194140862173647
11448099999,49.675172,13.274617,362.1,9.849423193685489
81835099999,-5.6272222,-37.8319444,151.5,27.634131368938004
72306513783,35.63333,-77.38333,7.6,17.26563448694596
48385099999,16.0166666,98.8666666,460.0,24.993472981177902
86624099999,-11.3833333,-58.7833333,375.5,25.52049180327869
01291099999,64.5333333,12.3833333,95.0,5.384322678843228
56294099999,30.578528,103.947086,495.3,18.39890710382513
44354099999,44.9,110.1166666,938.0,4.921523982999396
25705099999,62.45,152.3166666,260.0,-7.796448087431695
04361099999,65.5833333,-37.15,37.0,-0.1509695290858737
16742099999,36.793335,27.091667,125.57,19.416970248937464
52681099999,38.6333333,103.0833333,1367.0,10.363995142683674
99999996406,64.5015,-154.1297,78.9,-3.8416818457802098
07648099999,43.606415,5.10925,59.43,15.182756527018828
72207853938,34.47083,-97.95083,339.2,17.034376918354816
71229099999,56.9666666,-117.45,457.0,0.32888275015346596
72562414994,40.78861,-99.77083,733.0,10.661657559198545
02771099999,61.8833333,26.1,146.0,5.932149362477234
33838799999,46.927744,28.930978,121.61,12.79720704310868
15094099999,47.0166666,27.5833333,400.0,10.658469945355186
99999963855,36.0138,-85.1345,583.1,13.129629629629633
72310613744,34.18773,-79.73079,43.0,18.727231329690348
68032099999,-19.972564,23.431086,942.74,23.41727716727717
71535099999,49.8,-112.0333333,833.0,6.223296500920811
12950099999,46.5833333,18.85,98.0,11.797814207650276
95806099999,-35.2833333,136.9333333,44.0,15.681706568446897
64500099999,0.4586,9.412283,11.88,27.15907710989678
72502594741,40.85898,-74.05616,0.8,13.351548269581059
72535014848,41.70722,-86.31628,235.4,11.128567091681845
42328099999,26.9,70.9166666,231.0,27.05250305250306
78764099999,9.957053,-84.139797,993.95,23.291742562234365
76253099999,27.392639,-109.833111,62.48,27.092846270928465
72690424231,43.23367,-123.35775,152.9,13.481177899210687
72353013967,35.38843,-97.60035,389.9,15.595780206435942
72536614825,41.01369,-83.66814,246.5,12.231177899210687
40607099999,36.75,43.89,716.0,18.370370370370367
68668099999,-31.547903,28.674289,731.52,16.689738919247123
72290303131,32.81453,-117.13747,127.5,18.374165148755313
72062900216,43.663,-84.261,194.2,9.404261796042618
95940099999,-35.0833333,150.8,84.0,17.36429872495446
71190099999,48.1333333,-69.7,7.0,4.691712204007285
38567099999,40.1333333,65.35,341.0,15.311778992106863
95492099999,-27.986389,143.810833,131.97,22.90892531876138
87078099999,-24.721367,-60.548836,129.84,25.759718396082032
76840099999,16.2333333,-93.9,48.0,29.341028008618043
72467393009,39.22803,-106.31625,3030.6,2.0977534911961135
48557599999,8.539617,99.944725,3.96,30.11566484517304
15425099999,44.55,27.4,52.0,13.362932604735883
72757394928,48.11667,-98.9,439.2,5.069216757741345
95954099999,-40.6666666,144.6833333,561.0,12.584547662416522
74794612886,28.61667,-80.68333,3.0,23.217516697024887
71467099999,72.0,-125.2666666,88.0,-11.95127504553734
72641614921,43.21106,-90.18739,218.0,9.086672738312082
40635699999,36.2333333,43.9666666,408.73,21.549332119004255
07230099999,47.4833333,-0.6,50.0,13.539010321797207
12205099999,53.4,14.6166666,7.0,10.250151791135396
61277099999,13.3333333,-4.8333333,284.0,29.857923497267752
72340503930,34.91667,-92.15,94.8,16.34031572556163
63791099999,-3.429406,37.074461,893.67,23.318002428658158
02623099999,55.8666666,13.6666666,114.0,9.568457802064362
64387099999,-1.968628,30.13945,1481.02,21.150880388585296
71521099999,50.65,-70.5166666,497.0,-0.3693984039287912
17085099999,40.65,35.85,412.0,16.64071038251366
36428099999,49.2,84.5166666,401.0,4.173193685488765
99727199999,40.701,-74.014,10.0,13.624923265807244
40878099999,27.3333333,62.3333333,1195.0,22.578324225865206
72356013968,36.19854,-95.87825,194.9,16.483758348512445
02881099999,65.9833333,26.3666666,161.0,3.030358227079542
59855099999,19.2333333,110.4666666,25.0,25.413479052823316
07140099999,48.058142,1.376625,131.97,12.533394049787493
15080099999,47.025278,21.9025,141.73,11.94808743169399
40080099999,33.411522,36.515558,615.69,18.51190476190476
72788499999,46.305639,-119.304194,120.09,13.672131147540986
99727099999,39.35,-74.42,10.0,13.665592387968081
02286099999,63.791828,20.282758,7.31,5.851092896174864
02765099999,61.7,25.5,83.2,7.250910746812388
72616454728,44.36594,-71.55217,319.3,6.724809741248098
28225099999,57.914517,56.021214,123.13,4.963873709775351
72394023273,34.89403,-120.45216,74.2,14.549483910139644
72435003816,37.05635,-88.77425,124.1,15.116423800850024
56763099999,25.7333333,101.8666666,1120.0,23.122495446265937
76691399999,19.145931,-96.187267,27.43,26.609289617486336
11389099999,48.1833333,15.6166666,273.0,10.91955069823922
42705599999,11.136839,75.9553,104.24,27.63630843958713
48358099999,17.4333333,104.7833333,153.0,26.500151791135394
72029653945,30.88556,-94.03472,64.9,20.36788432267884
06693099999,47.2666666,9.1,623.0,8.98770491803279
06370099999,51.450139,5.374528,22.55,11.99438372799029
88900099999,-54.0,-38.05,2.0,1.3786348331802856
72330003975,36.76973,-90.32241,99.6,14.851700060716455
94814099999,-35.2833333,138.9,58.0,14.975865209471769
16560099999,39.251469,9.054283,3.96,17.82726168791742
47120599999,37.35,127.2666667,144.0,13.025570272259017
93119099999,-37.008056,174.791667,7.01,15.810868245294476
72248953911,32.71311,-96.26878,143.0,18.906344869459623
13459099999,42.7666666,18.95,647.0,12.595021250758952
60101099999,35.726917,-5.916889,18.89,18.949301760777175
13173099999,45.3666666,20.4166666,82.0,12.833181542197936
72286903171,33.95282,-117.43523,257.7,19.224195506982394
72218604892,45.68889,-85.56611,203.0,7.745115995115997
99402499999,48.125,-123.44,5.0,9.804020871700438
35394899999,40.75,43.85,1524.0,8.219945355191255
01416099999,58.95,5.7333333,72.0,9.385666052793127
94449099999,-28.6166666,122.4166666,465.0,21.545992714025502
11801099999,48.4,17.15,207.0,11.045840922890104
07579599999,44.921594,4.9699,160.02,13.98573163327262
04005099999,66.15,-23.25,24.0,3.809653916211294
99402599999,48.112,-122.758,5.0,10.824953445065175
86892099999,-22.9761111,-42.0213889,5.5,23.777474195506986
67983099999,-20.2,32.6166667,1132.0,18.138888888888893
11030099999,48.321083,16.11186,175.26,11.69565877352763
71592099999,73.0,-85.0166666,10.0,-12.497571341833636
38353199999,43.061306,74.477556,627.27,10.533849423193683
72511814751,40.21843,-76.85521,102.1,14.119763205828775
72595524259,41.77373,-122.46825,806.1,12.37128111718276
42807099999,22.50483,88.29348,2.43,26.529375951293762
15033099999,47.6,24.65,1786.0,3.2912871888281754
71889099999,49.463056,-119.602222,344.11,10.377352762598665
72035154919,41.22611,-92.49083,256.0,11.594368340943682
02832099999,62.2333333,30.35,90.0,5.452968036529676
47425099999,42.7752,141.692283,24.99,8.173497267759563
38954099999,37.5,71.5,2077.0,9.240892531876138
63980099999,-4.674342,55.521839,3.04,27.97701674277017
28775199999,54.4,68.4,115.0,5.146478445658775
33041099999,52.527022,31.016692,143.86,9.659684274438373
33088099999,51.2833333,26.6166666,156.0,10.033090467516695
57832099999,26.9666666,108.6666666,631.0,16.073618700667883
17200099999,38.435347,38.091006,861.97,14.321493624772314
72751704932,44.75583,-94.08111,302.4,7.474043715846995
